age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
19.0,Female,0.0,,0.6,Yes,56.805851092261335,0.0,Good,5,High School,Average,5.0,No,53.0
19.0,Female,3.9,0.7,0.7,Yes,74.80854410808067,7.829424197884438,Poor,1,High School,Poor,1.0,Yes,73.0
18.0,Male,2.1,,3.6,No,75.7153179823998,5.159432078669684,Fair,4,Master,Poor,5.0,No,56.9
,Male,4.1,,2.4,No,86.92303711809001,7.597617213946128,,3,High School,Good,9.0,No,83.1
19.0,Male,1.8,2.5,2.4,No,71.68065550638872,5.474385235318253,Fair,1,High School,Average,2.0,,45.3
19.0,Male,4.4,4.3,3.2,No,56.88014683562752,11.660425539808031,Good,3,Master,Good,8.0,,74.6
17.0,Female,2.2,2.4,2.3,Yes,93.71718003016086,10.608515218207229,Poor,5,Bachelor,Average,7.0,,62.7
18.0,Female,5.1,2.1,,Yes,45.620098538845824,11.338135811095052,Fair,0,Master,Good,9.0,Yes,99.4
23.0,Male,5.5,,3.2,Yes,66.2799824705496,7.949350229090452,Fair,5,High School,Good,,No,82.6
22.0,Male,3.5,2.1,,No,91.65533537788096,7.361116612436003,Good,4,,Poor,10.0,No,75.9
22.0,Male,4.9,2.6,0.0,Yes,56.54787013908076,10.848518579127571,Poor,3,Bachelor,Good,,No,80.9
21.0,Male,,3.1,1.3,No,75.7301227477513,8.78610949113965,Poor,0,High School,Poor,1.0,No,34.3
20.0,Other,4.6,2.2,2.6,No,64.24366413086294,9.519298513469437,Poor,7,Bachelor,Good,2.0,No,78.5
18.0,Male,6.0,1.6,1.3,No,77.01023576523428,1.4924506424277977,Fair,5,High School,Poor,8.0,No,100.0
,Male,0.8,1.4,3.8,Yes,61.83721778402191,6.472541410470932,Good,3,Bachelor,Average,10.0,No,36.0
24.0,Female,,3.4,0.4,No,68.32090815868733,0.4907502481559749,Fair,5,High School,Poor,9.0,No,98.8
19.0,Female,4.9,2.8,1.6,No,62.434840640352064,1.7027039646614128,Good,5,High School,Average,,No,85.0
18.0,Male,4.1,,2.6,No,90.01092523763309,0.9767495272275256,,7,Bachelor,Good,8.0,No,91.9
18.0,Female,5.2,3.7,1.1,No,85.80865458281203,11.223257170970795,Fair,3,Bachelor,Average,9.0,,100.0
19.0,Male,4.6,2.4,2.4,No,64.04491254046961,10.057729332648384,Poor,4,High School,Good,5.0,No,87.8
23.0,Female,1.6,3.2,1.7,No,89.06292770304334,3.1949004142670168,Good,2,High School,Good,,No,36.8
22.0,Male,4.0,3.2,,Yes,75.21619541033155,2.7733581836745254,Good,5,High School,Good,3.0,Yes,63.0
24.0,Male,4.3,4.9,3.0,No,62.83279181316196,7.090321629285552,Fair,4,Master,Good,10.0,Yes,74.0
19.0,Female,3.2,,2.0,No,82.3400730814791,1.5346982298534482,Fair,5,High School,Poor,10.0,No,74.5
19.0,Female,4.2,5.6,0.4,No,91.3113648636754,15.58187058236719,Poor,0,Bachelor,Poor,5.0,Yes,78.7
20.0,Female,2.0,0.0,,Yes,58.49314038988058,12.489182179902212,,3,Bachelor,Average,2.0,,54.9
20.0,Female,3.1,0.0,3.3,No,73.9548646849773,0.0,Fair,0,Bachelor,Average,7.0,No,72.8
20.0,Male,5.6,,0.0,No,69.38943923594165,11.99051992108308,Fair,5,Bachelor,Average,6.0,No,100.0
21.0,Female,4.8,1.5,2.2,No,89.92636708127523,3.3218869117728964,Fair,4,Bachelor,Poor,3.0,,78.4
24.0,Female,3.2,3.0,,No,77.54792201559047,4.105029261753124,Poor,3,Bachelor,Average,8.0,Yes,57.5
20.0,Female,2.0,3.2,3.8,Yes,64.99612572351451,4.635533343941249,Poor,5,High School,Poor,10.0,Yes,75.7
22.0,Male,4.1,2.5,,No,69.84058613616082,15.09458635938163,Good,5,,Good,6.0,No,70.2
24.0,Female,2.4,2.9,,No,47.73690516398548,2.358691770937878,Fair,6,High School,Good,3.0,Yes,50.4
23.0,Male,3.5,2.1,,No,89.19114694212786,2.0575175712396927,Fair,1,High School,Good,4.0,,64.2
22.0,Female,6.2,1.0,3.4,No,71.12274671000245,0.2877113990794858,Poor,3,Bachelor,Good,10.0,No,100.0
19.0,Female,2.8,3.1,4.5,No,85.06283426248578,11.9766135482337,,2,,Good,3.0,,40.7
20.0,Female,5.3,1.8,,No,71.31329880986276,13.560439753163406,Good,0,Bachelor,Good,6.0,,91.5
21.0,Female,3.9,2.4,1.8,No,76.43625501208166,14.567640682458986,,1,High School,Average,4.0,No,68.4
22.0,Male,2.0,0.8,0.5,No,79.89213644454074,5.379248587456143,Good,3,Bachelor,Poor,,,73.5
18.0,Male,3.2,2.2,,Yes,77.98832120584902,13.084374519259288,Fair,4,Bachelor,Average,4.0,No,71.1
18.0,Other,3.5,1.8,1.9,No,77.57246562996197,7.653185659410984,Fair,0,High School,Good,8.0,No,85.0
21.0,Female,2.2,3.5,,No,56.95511707645398,5.489181170117253,,0,Bachelor,Average,,No,57.6
17.0,Female,4.2,2.0,0.4,No,82.1109601470173,5.137674033654143,Fair,3,Master,Good,7.0,Yes,93.9
24.0,Male,,2.3,1.7,No,84.82470494255222,3.9034940320936817,Fair,1,Bachelor,Good,1.0,Yes,45.5
22.0,Female,6.4,4.2,,Yes,76.2682893260405,2.2904659270573045,Fair,1,High School,Good,6.0,No,85.0
18.0,Female,4.6,2.5,3.0,No,58.4139926428742,6.433990159102988,Fair,6,Bachelor,Poor,5.0,No,72.7
20.0,Male,6.0,2.2,2.8,Yes,74.60760111236468,15.554239961690376,Good,0,Bachelor,Average,5.0,No,96.8
19.0,Male,3.5,2.1,0.5,Yes,47.69756999388464,10.857107255255013,Good,4,Bachelor,Average,1.0,No,64.2
22.0,Other,3.8,1.4,1.2,No,78.25425219413407,11.983740716348482,Good,1,High School,Average,3.0,,70.4
19.0,Female,,4.7,,No,80.7152557279912,12.465558413627312,Good,0,High School,Good,6.0,,69.7
18.0,Male,3.9,3.4,,No,53.09939883155326,6.051624091545017,Fair,6,High School,Average,9.0,Yes,77.0
17.0,Female,5.1,3.1,3.7,No,79.11412079675377,1.659183939364257,Fair,2,Master,Good,7.0,No,85.2
22.0,Female,3.8,1.8,0.7,No,99.89338522081916,8.264412058279193,Fair,5,Bachelor,Average,3.0,No,84.2
21.0,Female,1.3,3.4,2.2,No,80.91570146823223,9.885229279546738,Fair,5,Master,Poor,4.0,No,49.7
23.0,Female,,,3.1,No,67.85410385876,0.2331542104615418,,2,Bachelor,Good,3.0,No,77.9
22.0,Male,3.8,0.9,2.0,Yes,60.73641106429548,0.0308193094387722,Fair,2,,Good,10.0,No,79.7
24.0,Male,3.7,2.8,2.1,No,78.55489446977847,0.0,,7,High School,Average,,No,75.5
21.0,Female,2.5,1.9,3.2,Yes,80.0888707226511,1.7769879053461242,Fair,4,Master,Average,2.0,No,60.1
20.0,Male,2.1,2.9,1.4,No,47.777863502309685,0.0,,4,,Average,,No,60.4
20.0,Female,3.7,1.2,3.3,No,80.26120493603516,0.0,Poor,6,,Good,9.0,No,82.7
19.0,Female,3.7,4.7,2.0,No,98.73344003243793,4.612239915990777,Good,6,Bachelor,Good,2.0,No,69.7
20.0,Female,3.6,3.6,0.9,No,53.6597635487261,0.590662789793062,Poor,3,,Average,10.0,Yes,72.9
20.0,Female,3.7,1.9,2.5,No,59.1014077295627,11.98595513742216,Fair,3,Bachelor,Good,5.0,Yes,61.1
24.0,Female,3.4,,0.1,No,67.63760904952672,4.457699711387251,Fair,4,Master,Average,7.0,,83.8
21.0,Male,4.0,1.7,2.0,No,62.80677890611799,10.737850054892116,Fair,3,High School,Good,6.0,No,66.5
22.0,Male,4.9,1.9,,No,83.79853284141257,3.392225219744941,Fair,4,Bachelor,Average,9.0,,98.7
17.0,Male,1.5,,,No,90.80198477837104,0.0,Fair,0,High School,Good,10.0,No,54.2
,Female,2.8,2.6,1.7,No,69.69783570455515,11.054357294660145,Fair,5,High School,Good,3.0,No,70.3
23.0,Male,,3.0,2.0,No,90.461120029702,2.7595396842617075,Fair,0,Master,Average,5.0,,65.2
22.0,Female,1.9,2.9,1.6,Yes,85.27922999465855,8.076005847841076,Fair,3,Bachelor,Good,,,44.4
22.0,Male,4.2,2.2,1.6,No,71.89594958360206,5.930358656892878,Fair,5,High School,Good,3.0,Yes,73.3
20.0,Male,2.7,1.9,,No,56.45806615564388,6.6486953953420125,,3,High School,Poor,7.0,No,71.2
20.0,Female,3.2,1.7,,Yes,96.7697139499364,11.116028444536113,Good,2,Master,Average,,Yes,66.3
20.0,Female,5.3,2.7,2.4,Yes,89.96890772243773,1.9882843565590564,Good,3,High School,Good,7.0,No,81.0
19.0,Male,3.0,2.6,1.6,No,63.68411708664928,0.0,,1,Master,Average,8.0,Yes,55.0
24.0,Female,3.2,2.9,2.1,No,68.4005974981138,12.162022389459866,Good,0,Bachelor,Good,1.0,,40.3
22.0,Female,2.4,4.1,0.0,No,69.84633157683693,0.0,Fair,2,Bachelor,Average,3.0,Yes,47.9
17.0,Female,4.5,0.9,,No,80.96259018229237,13.627168289577542,Good,1,Bachelor,Good,,No,70.6
23.0,Female,3.1,2.1,,No,98.26827917723014,0.0,Poor,1,High School,Good,2.0,No,53.3
22.0,Female,5.9,0.0,3.0,No,78.70065988425831,6.615586641552868,Fair,1,High School,Good,0.0,Yes,93.6
22.0,Female,2.1,2.1,2.0,No,51.84707730212567,13.72413383485558,Fair,0,High School,Good,5.0,Yes,44.1
22.0,Female,2.0,2.4,3.9,No,59.94655719447262,10.340925841613334,Fair,3,High School,Good,2.0,Yes,29.5
22.0,Female,0.0,2.0,2.5,No,78.33317236997654,11.489988878964986,Poor,3,Bachelor,Average,1.0,No,29.9
18.0,Male,3.0,1.4,2.0,No,73.48099927697132,4.189457573685429,Fair,4,Bachelor,Good,2.0,No,67.2
17.0,Male,3.5,0.0,,No,81.27316315585283,3.3548713268126216,Good,3,Master,Poor,0.0,,63.6
22.0,Male,6.7,2.9,2.0,No,58.89411257983146,0.8910946929042154,Good,7,Bachelor,Average,6.0,No,100.0
17.0,Female,4.3,1.5,0.0,No,72.35619519073308,0.0,Poor,7,,Average,4.0,No,84.2
18.0,Female,4.3,,2.2,No,77.03068923691679,8.134688624265866,Poor,7,High School,Average,3.0,,64.6
22.0,Male,5.5,,1.8,No,87.8379266328411,6.462440755483999,Fair,1,High School,Poor,6.0,No,77.3
21.0,Male,6.7,1.4,,No,77.75528545069582,4.208735108937063,Fair,4,Bachelor,Good,2.0,No,93.8
19.0,Male,3.7,,0.9,Yes,72.87948168817206,6.271778336202338,Fair,0,High School,Average,,No,56.3
,Female,3.2,2.1,,No,90.58327459828529,0.0,Fair,1,,Good,2.0,No,69.4
20.0,Male,3.3,2.8,1.4,Yes,76.62339525534259,7.084976821254887,Poor,4,Bachelor,Average,,No,71.9
19.0,Male,1.7,2.6,2.6,No,85.07710650804172,9.690029301582296,Good,3,Bachelor,Good,7.0,No,53.5
18.0,Male,4.4,2.9,1.3,No,80.72005644040944,0.0,Fair,4,High School,Good,10.0,,91.3
22.0,Male,3.9,2.2,,No,81.67145117279885,2.353657463387812,Poor,2,Master,Average,7.0,Yes,84.9
18.0,Female,3.8,0.6,,No,74.45414642917657,14.015334749179765,Fair,4,Bachelor,Average,9.0,,85.7
21.0,Female,3.2,4.2,,No,74.58008508999546,4.612353458082372,Good,5,High School,Good,5.0,Yes,67.5
20.0,Female,2.1,0.5,,No,60.26807148447294,5.817281814971004,Poor,4,Bachelor,Good,5.0,Yes,62.3
18.0,Female,2.4,4.1,0.3,No,97.59034918104535,0.0,Poor,4,Bachelor,Good,9.0,No,67.4
24.0,Male,2.4,2.6,1.5,No,74.02371173344795,4.870105161360025,Good,2,High School,Good,5.0,No,58.9
23.0,Male,4.3,3.0,1.5,No,100.0,0.0,Good,5,,Average,10.0,Yes,93.2
21.0,Female,2.2,1.0,1.4,No,68.04245797667329,2.5241947212045264,Poor,2,High School,Poor,9.0,,62.6
19.0,Female,2.1,0.8,2.0,No,79.31517610450163,9.819705761869455,Good,5,Master,Good,10.0,,68.4
24.0,Male,5.4,4.1,1.1,Yes,88.89552680182618,11.069911883813155,Fair,0,Bachelor,Average,1.0,No,69.7
20.0,Male,0.5,,3.8,Yes,56.24225667808616,17.59907546328553,Good,3,,Average,2.0,Yes,30.2
21.0,Female,3.6,2.3,2.9,No,87.71658611607577,9.395124528785182,Fair,1,Master,Good,3.0,No,69.6
24.0,Male,4.8,2.5,2.4,Yes,76.98758737988085,3.14572263950296,Good,5,High School,Good,0.0,No,76.2
23.0,Male,1.8,1.7,0.3,No,77.96612821591091,9.904232439475429,Fair,4,High School,Good,0.0,,58.1
20.0,Female,2.3,1.6,,Yes,64.17415649495899,8.019412847592605,Fair,1,High School,Average,8.0,No,56.2
19.0,Female,3.1,1.1,,No,55.86556226523063,2.0288984336918072,Good,2,High School,Good,10.0,Yes,58.4
,Male,5.0,4.0,1.4,No,77.68355724175962,1.3297355118727,,6,High School,Poor,9.0,No,88.6
17.0,Male,5.4,,1.4,No,96.90160953753868,9.53663739727956,,2,High School,Average,4.0,No,95.5
21.0,Female,6.8,,,No,55.22393816480019,6.754733116033577,Fair,1,High School,Average,8.0,No,96.2
23.0,Female,3.5,,0.5,No,80.68247389435177,17.880231270384233,Fair,3,Bachelor,Good,8.0,No,81.9
21.0,Male,3.5,3.9,2.5,Yes,43.7795970641796,0.0,Good,3,,Good,10.0,No,74.5
20.0,Female,1.8,4.8,3.2,No,89.29324115898312,8.96115735895104,Good,4,Bachelor,Good,4.0,No,37.4
17.0,Female,3.5,0.9,0.4,No,56.98017418932179,7.696185947923488,Fair,4,,Average,,Yes,72.9
17.0,Male,4.4,6.1,0.0,No,80.50287713644448,12.460404701896898,,5,Bachelor,Average,10.0,,84.9
19.0,Female,3.4,2.7,2.7,No,93.26046478975742,0.1625130068888751,,4,Bachelor,Good,,No,75.8
20.0,Male,0.0,3.5,3.2,No,57.79998357510969,0.6273446248473589,Fair,3,High School,Good,2.0,,26.2
20.0,Male,1.4,4.0,3.6,No,88.58033743342386,0.0,Good,3,Master,Poor,4.0,No,35.4
22.0,Male,3.8,3.6,4.3,No,89.20191211049267,0.0,Poor,1,Bachelor,Poor,8.0,Yes,69.9
24.0,Male,2.4,4.3,,No,88.11533122120106,4.740236384874264,Poor,4,High School,Average,10.0,Yes,71.0
17.0,Male,5.0,1.3,,No,93.67963726628312,0.0,Good,5,Bachelor,Good,6.0,No,96.2
24.0,Other,4.2,2.2,0.3,Yes,71.04312788561074,7.3940170651517825,Poor,4,High School,Good,,Yes,87.5
21.0,Female,3.6,1.9,2.3,No,70.64977594709565,1.0278049206491024,Good,4,Bachelor,Average,7.0,,83.2
17.0,Male,5.4,3.3,2.6,No,67.91635348844402,14.991531688255636,,7,High School,Good,7.0,,98.1
,Female,6.2,2.8,1.0,No,64.14424929637144,8.929929901392793,Fair,5,Master,Good,5.0,No,100.0
21.0,Male,3.4,1.5,,No,69.28249288259688,1.4910920520120523,Fair,1,,Poor,1.0,No,67.0
20.0,Male,3.6,3.1,1.1,No,79.18391012719286,4.123470062636172,Fair,0,Bachelor,Average,5.0,Yes,75.1
23.0,Female,3.5,0.8,0.6,No,70.41164396926533,3.167605320712432,Good,1,High School,Good,4.0,No,84.2
20.0,Male,2.4,2.6,,No,85.75264877345114,6.254824274692468,Good,3,,Good,3.0,,48.3
24.0,Female,2.8,2.2,2.7,No,49.48645858636547,0.6350261368826831,Good,0,,Good,2.0,,47.4
17.0,Male,1.5,2.4,,Yes,84.17576849771363,8.799100618730435,Poor,4,High School,Average,9.0,No,60.3
17.0,Male,4.6,3.7,0.6,No,74.01489271619258,18.75742662877608,Good,4,High School,Average,3.0,Yes,73.2
20.0,Female,,3.0,2.6,No,77.21574748089046,11.32506150755254,Fair,3,High School,Good,3.0,No,70.7
21.0,Female,4.2,4.5,,No,59.4883011333149,0.0,Good,3,High School,Average,9.0,No,75.3
21.0,Male,3.4,3.6,3.1,No,73.24260363369153,15.963937779220783,Good,1,Bachelor,Good,10.0,No,76.4
20.0,Male,1.8,3.1,,No,61.84112226259941,2.4289771690899595,Good,4,High School,Average,8.0,No,54.0
22.0,Female,2.2,1.0,2.9,No,78.0756295733481,3.800498461907771,Good,6,,Good,6.0,No,63.7
24.0,Male,3.2,3.0,0.1,No,96.16536061646129,12.609835318111738,Fair,6,High School,Average,6.0,,82.4
22.0,Female,3.1,,1.8,No,82.65440067687881,18.040374422874237,Fair,3,Bachelor,Average,,No,62.7
18.0,Male,4.3,3.4,0.9,No,81.71697056807245,18.53975644602957,Fair,0,Master,Good,3.0,No,59.2
23.0,Male,4.8,2.8,,No,90.23582579236772,4.825344794593303,Fair,4,High School,Good,2.0,No,85.4
23.0,Male,4.0,1.8,3.4,No,70.91743665848014,11.516337814773422,Good,1,Bachelor,Poor,,Yes,82.9
18.0,Male,3.2,3.1,2.0,No,81.29167483650997,0.0,Good,4,High School,Average,7.0,,70.9
23.0,Male,4.1,1.6,0.5,No,72.51306639794325,12.057661386289244,Poor,6,High School,Poor,8.0,Yes,89.8
17.0,Male,4.1,2.7,0.6,No,79.05807378121257,2.0286442484954827,Fair,0,Bachelor,Good,3.0,No,67.3
19.0,Male,,7.2,2.9,Yes,84.54151200871557,5.713175690558565,Fair,1,High School,Good,6.0,No,50.1
21.0,Female,3.9,1.9,2.4,No,66.9885410827246,3.4480575837854373,,2,Bachelor,Average,1.0,No,64.0
17.0,Female,5.1,3.9,3.0,No,67.42241345461325,0.0,,0,Bachelor,Average,10.0,No,90.6
20.0,Female,3.6,1.1,,Yes,69.68095938958135,2.712764819384305,Fair,3,High School,Good,,No,77.2
21.0,Other,5.1,0.9,0.7,No,76.6408334945795,0.0,Fair,6,High School,Good,2.0,No,87.0
,Female,3.3,3.0,1.0,No,86.0937628914569,16.811345876918697,Good,5,Master,Average,3.0,No,73.0
22.0,Female,2.0,1.3,3.4,Yes,67.9620855575316,4.382016792592172,,1,High School,Average,9.0,No,53.8
21.0,Female,1.0,,1.0,No,71.65696873249804,19.46362600006869,Fair,0,Bachelor,Average,7.0,Yes,52.6
23.0,Male,2.6,4.0,1.1,No,84.24724958474161,17.95327246160031,Good,0,High School,Good,10.0,No,66.6
21.0,Female,3.0,1.6,2.0,No,96.87537039389096,4.487150657652824,,5,Bachelor,Good,1.0,No,67.7
,Female,1.4,2.1,,No,53.18641001637378,7.694465420073679,Fair,2,Bachelor,Good,5.0,No,52.6
22.0,Male,2.3,4.6,0.6,No,73.46508032147358,4.963778398954897,Good,7,Master,Good,4.0,No,58.7
20.0,Other,4.9,4.0,1.7,No,84.5916294379982,17.506423710768978,Fair,1,Master,Average,4.0,No,77.0
23.0,Male,3.9,2.4,2.5,No,47.97478385609516,7.68191951880706,Fair,1,Bachelor,Average,2.0,,74.4
20.0,Male,3.5,3.6,2.2,No,68.9825341287748,0.0,,2,High School,Average,8.0,No,75.1
23.0,Female,3.2,2.3,1.7,Yes,69.69721415969543,0.0,Poor,0,Master,Good,10.0,,66.3
20.0,Female,4.9,2.8,0.6,No,87.35944172535056,10.735176196906346,Fair,6,High School,Average,,,88.7
18.0,Male,2.5,,1.2,Yes,87.55659631590969,5.212594137057564,Fair,0,High School,Average,,No,70.5
18.0,Female,1.5,3.9,2.7,No,72.52481773100915,2.7487367278227026,Good,0,High School,Poor,7.0,,42.3
18.0,Female,1.4,3.4,,No,75.69908085611604,8.519147601089914,Fair,0,High School,Poor,10.0,Yes,55.1
23.0,Female,2.5,2.9,2.7,No,74.146359511728,10.654036039977395,Good,4,,Good,9.0,Yes,59.7
23.0,Male,2.0,2.8,3.3,No,84.44847847128901,11.723820275406233,Fair,1,Master,Poor,4.0,No,50.7
20.0,Female,3.8,,1.9,No,77.48220177102652,0.0,Poor,6,High School,Average,5.0,,65.5
21.0,Female,6.6,2.2,2.7,No,75.32707937932742,13.830570946096511,Good,2,Bachelor,Poor,8.0,Yes,100.0
19.0,Male,3.2,0.7,,No,61.64975669506265,6.283965045069055,Good,4,High School,Good,,,68.3
17.0,Female,5.8,3.5,1.9,No,77.42294381332889,2.4328957080316123,Fair,0,Bachelor,Good,9.0,Yes,90.0
22.0,Female,2.8,0.2,,No,61.13805791631764,1.5325791271127946,Good,5,High School,Average,,No,65.6
19.0,Female,3.3,2.5,2.1,No,37.57289715672484,7.346690210140918,Fair,1,High School,Average,2.0,No,55.4
19.0,Female,3.0,0.1,,No,88.00525726263902,0.0,Good,6,High School,Poor,6.0,Yes,82.5
18.0,Male,4.4,3.4,,No,83.44789703336424,4.137910044848245,,0,High School,Good,6.0,,69.1
20.0,Male,4.3,1.3,0.0,Yes,60.71361202276901,12.80486385503997,Good,0,High School,Average,6.0,No,90.4
18.0,Female,2.7,1.7,1.3,No,87.22947809602327,0.6899530106207306,Poor,2,Bachelor,Good,,Yes,59.7
21.0,Female,5.4,3.1,,No,63.87461648761975,10.124342549882364,Poor,2,High School,Average,3.0,Yes,91.3
24.0,Male,1.9,3.1,2.0,No,83.40824665854576,15.692505189158242,Good,5,,Poor,,No,53.2
23.0,Female,4.5,2.4,1.2,Yes,56.83567519017282,0.7670762563896372,Poor,3,,Average,3.0,Yes,79.0
19.0,Female,3.5,2.3,2.2,No,56.21958885580059,0.0,Fair,3,Bachelor,Poor,6.0,Yes,78.1
,Female,6.6,1.3,1.7,No,80.60329824182448,7.966906552949581,Good,6,High School,Good,3.0,Yes,97.7
20.0,Male,3.0,2.3,0.0,No,54.068969624740205,0.0,,1,High School,Good,,,77.9
23.0,Male,4.3,,2.4,Yes,51.75865623381467,6.632140471126725,Fair,5,Bachelor,Poor,3.0,No,60.6
19.0,Male,,3.0,3.1,No,59.94423239245768,2.664733896468478,Good,4,Master,Good,2.0,No,59.0
20.0,Female,2.6,1.6,1.3,Yes,92.78967259169627,1.87305601175977,Good,6,Bachelor,Poor,9.0,,72.9
20.0,Female,3.2,2.3,1.5,No,58.75632825601767,15.458845395783866,Good,5,High School,Good,,No,59.6
19.0,Female,1.5,2.2,2.3,No,72.16616408056181,0.0,Fair,1,Bachelor,Average,0.0,No,43.7
17.0,Male,3.5,0.0,,No,78.00581993511906,11.101884438482244,Poor,3,High School,Average,5.0,Yes,70.5
20.0,Female,3.7,1.7,,No,68.40386312092926,4.49576029764739,Fair,2,Master,Poor,10.0,,80.8
22.0,Male,5.1,3.9,,Yes,81.87290822641772,5.739189588944175,Fair,0,,Poor,3.0,Yes,65.1
21.0,Other,4.7,0.0,,Yes,37.0371945531362,4.007302596075407,Good,2,High School,Good,,No,67.5
23.0,Male,3.5,3.9,2.2,No,69.55085659702333,12.051415140485044,Fair,2,Master,Average,4.0,Yes,66.8
21.0,Male,5.6,2.1,2.4,No,82.7740329347425,12.504019508829824,Fair,0,High School,Good,2.0,,82.5
21.0,Female,3.3,1.4,,No,90.4244111548442,4.710517176903281,Good,1,Bachelor,Poor,6.0,No,74.9
22.0,Male,4.8,2.3,1.6,Yes,47.36934321842752,6.413827854989807,Good,3,Bachelor,Good,5.0,No,89.3
17.0,Male,3.2,0.2,0.9,No,92.54367463049124,14.430226089354417,,5,Bachelor,Good,6.0,No,76.1
23.0,Female,4.0,3.6,0.3,No,68.81694206088821,12.399501587708386,Good,6,High School,Good,10.0,Yes,91.9
23.0,Female,3.3,1.9,2.2,No,79.99982910803772,0.0,,4,High School,Average,8.0,No,70.9
17.0,Female,3.0,3.5,1.6,No,98.6300210237632,9.069763812644892,Fair,4,High School,Good,3.0,No,54.1
17.0,Male,4.0,0.7,3.1,No,81.68926258636833,0.4513418710634997,Good,7,High School,Poor,5.0,,83.5
23.0,Male,3.5,2.1,,No,68.48140254976332,0.7869583572929862,Good,2,Bachelor,Good,9.0,No,69.9
24.0,Female,3.5,1.7,1.3,No,54.54228435282768,9.927335884220051,Good,2,High School,Good,8.0,Yes,73.5
17.0,Male,3.8,2.4,1.1,No,74.5973867394511,0.0,Fair,5,High School,Good,5.0,No,64.4
24.0,Other,5.3,3.8,1.7,No,61.14542703474807,2.029001304493372,Good,6,Master,Average,9.0,No,96.3
17.0,Other,1.5,3.1,,Yes,94.0866870946462,12.894721502249087,Fair,3,Bachelor,Average,4.0,Yes,51.3
23.0,Female,5.1,3.1,0.5,Yes,73.9994204140615,19.604635495521823,Good,0,,Poor,2.0,No,76.0
17.0,Male,3.9,2.4,1.2,No,71.74457677679791,5.582855296004939,Good,2,Bachelor,Average,7.0,Yes,75.2
17.0,Male,4.0,1.4,1.3,No,55.88679637781347,1.9831225790129656,Fair,3,,Poor,8.0,No,75.9
17.0,Female,5.2,1.5,,Yes,77.98695291268696,9.026140686184508,,5,High School,Average,7.0,No,97.9
20.0,Female,3.1,2.0,1.9,No,85.20175572494583,0.0,Good,2,High School,Good,9.0,Yes,65.4
21.0,Female,3.2,3.7,1.2,No,52.55933661355139,3.9302410899089617,Fair,5,High School,Good,,No,56.1
17.0,Male,5.3,2.5,2.7,Yes,97.67390969185276,8.623599506585078,Good,4,Bachelor,Average,,Yes,93.4
19.0,Other,1.7,2.9,,Yes,82.58332616668915,15.092299029866982,,0,,Good,8.0,No,53.6
22.0,Male,2.9,2.7,,Yes,55.285083324669664,9.863969043891608,Fair,2,Master,Average,0.0,,45.5
23.0,Female,5.9,4.6,0.9,No,93.68039478959678,7.218505248888268,Good,4,Bachelor,Average,10.0,No,100.0
24.0,Male,2.4,1.5,,No,61.33629235205242,0.0,Poor,5,Bachelor,Average,,No,78.9
20.0,Male,6.0,2.1,,No,72.82041757304269,5.115905642285052,Good,3,High School,Good,,No,85.3
17.0,Female,4.9,0.0,0.7,No,49.96531085327702,0.0,Fair,4,Master,Poor,5.0,No,96.2
,Male,3.7,3.3,0.3,Yes,86.03360473057212,6.04954396143275,,7,High School,Good,4.0,No,72.3
17.0,Male,2.5,2.2,2.3,No,72.38887890581869,3.443848818277865,Fair,0,High School,Good,3.0,No,46.8
19.0,Male,1.9,0.7,,No,80.42278569216384,10.516816246717775,,0,Master,Poor,4.0,No,51.5
18.0,Male,5.7,3.1,0.0,Yes,76.31342701695606,6.195608342643041,Fair,3,Master,Good,3.0,Yes,80.9
24.0,Female,3.7,1.7,2.3,Yes,55.47782473149582,3.90875237645066,Good,0,Master,Average,6.0,No,75.7
22.0,Male,2.8,2.5,2.7,Yes,73.61776393535335,0.0,Fair,4,Master,Average,9.0,No,74.6
20.0,Female,3.8,0.8,0.3,No,54.24162236650781,10.134352096559727,Fair,0,High School,Poor,2.0,,71.5
17.0,Male,0.0,2.6,1.6,No,60.27488637835424,19.45491538452923,Good,5,High School,Average,2.0,,32.9
17.0,Male,4.3,1.9,1.9,No,68.60546771711594,0.0,Fair,4,,Good,1.0,No,82.9
19.0,Female,,3.6,,No,79.19203719123595,0.0,Fair,6,High School,Average,2.0,No,48.4
24.0,Female,5.0,,3.1,No,83.51519913553079,6.528153746640082,Poor,1,Bachelor,Good,4.0,,79.6
20.0,Female,1.4,3.5,1.6,No,64.81150261744523,9.531972045594175,Fair,3,,Average,,,39.8
17.0,Male,3.5,3.2,0.0,No,83.09486580443816,9.25230589283898,Good,3,High School,Good,2.0,No,60.4
20.0,Male,3.0,2.5,1.7,No,77.84682212704614,6.014408497291969,Fair,4,Bachelor,Poor,8.0,No,70.9
18.0,Male,3.3,2.4,1.2,No,47.27979307604837,0.0,Fair,4,Bachelor,Average,9.0,Yes,72.5
18.0,Male,,0.0,1.9,No,71.5433551159731,0.5616368747045798,Fair,2,Bachelor,Poor,4.0,No,71.8
18.0,Female,2.7,2.7,1.6,No,68.13814890034153,1.2147481769704744,Good,0,High School,Average,2.0,No,36.9
